otu name	Taxonomy	Percent Homology	evalue	bitscore	homology extract gibbsfree_otu/gibbsfree_homolog	total length gibbsfree_otu/otu_lenth/gibbsfree_homolog/homolog_length	1-CA2a	1-CH2a	1-Ea	1-PA2a	1-PH1a	2-CA2a	2-CH1b	2-Ea	2-PA1b	2-PH2a	3-CA1b	3-CH2a	3-Eb	3-PA1a	3-PH1b	4-CA1a	4-CH1a	4-Ea	4-PA2a	4-PH1b	blank-060823STillcus515F	mock-060823STillcus515F	
Zotu85	thalassotalea ganghwensis ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__colwelliaceae;g__thalassotalea;s__thalassotalea ganghwensis;superkingdom__bacteria	100	1.22023e-126	457.539			2	36	0	0	29	42	0	0	23	0	46	8	0	4	0	34	99	0	0	0	0	0
Zotu86	delftia tsuruhatensis ;k__bacteria;p__proteobacteria;c__betaproteobacteria;o__burkholderiales;f__comamonadaceae;g__delftia;s__delftia tsuruhatensis;superkingdom__bacteria	100	1.22023e-126	457.539			0	0	1	9	1	3	0	0	0	0	1	2	0	2	0	14	3	0	27	0	238	0
Zotu87	pseudoruegeria aquimaris  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__roseobacteraceae;g__pseudoruegeria;s__pseudoruegeria aquimaris;superkingdom__bacteria;	100	1.22023e-126	457.539			5	10	9	5	5	9	1	17	1	1	76	55	3	17	1	9	121	0	1	0	0	0
Zotu88	nc_008555.1 listeria welshimeri serovar 6b str. slcc5334  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__listeriaceae;g__listeria;s__listeria welshimeri;superkingdom__bacteria	98.8142292490119	2.68774e-122	444.013			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299
Zotu89	gq280065.1 bacillus licheniformis str. bj_55  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__bacillus;s__bacillus licheniformis;superkingdom__bacteria;species group  bacillus subtilis group	98.8142292490119	2.68774e-122	444.013			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494
Zotu90	neptuniibacter halophilus ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__oceanospirillaceae;g__neptuniibacter;s__neptuniibacter halophilus;superkingdom__bacteria	98.0237154150198	1.39228e-119	434.997			1	0	0	13	229	3	0	0	88	16	9	0	0	189	0	0	21	0	15	2	0	0
Zotu91	nc_008555.1 listeria welshimeri serovar 6b str. slcc5334  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__listeriaceae;g__listeria;s__listeria welshimeri;superkingdom__bacteria	97.6284584980237	1.69615e-118	430.488			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236
Zotu92	gilvimarinus chinensis  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__cellvibrionales;f__cellvibrionaceae;g__gilvimarinus;s__gilvimarinus chinensis; superkingdom__bacteria;	93.2806324110672	2.69011e-103	380.895			24	10	0	5	8	51	0	0	10	0	38	15	0	7	0	6	109	0	0	1	0	0
Zotu93	ferrimonas kyonanensis ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__ferrimonadaceae;g__ferrimonas;s__ferrimonas kyonanensis;superkingdom__bacteria	100	1.22023e-126	457.539			0	1	0	0	5	0	157	0	0	83	0	0	0	0	6	0	0	0	0	6	0	0
Zotu94	neptuniibacter caesariensis ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__oceanospirillaceae;g__neptuniibacter;s__neptuniibacter caesariensis;superkingdom__bacteria	99.604743083004	5.18855e-125	453.03			0	3	0	6	29	15	0	0	50	1	45	4	0	24	1	0	79	0	0	2	0	0
Zotu95	fj957699.1 microbial anaerobes spacecraft clean rooms spacecraft clean room clone jpl_s4_k13  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__staphylococcaceae;g__staphylococcus;s__staphylococcus epidermidis;superkingdom__bacteria	98.4189723320158	3.27433e-121	439.505			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	587
Zotu96	endozoicomonas montiporae  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__endozoicomonadaceae;g__endozoicomonas;s__endozoicomonas montiporae; superkingdom__bacteria;	96.4426877470356	3.73601e-114	416.963			1	1	0	4	118	4	0	0	49	0	13	1	0	74	0	1	1	2	8	0	0	0
Zotu97	endozoicomonas euniceicola  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__endozoicomonadaceae;g__endozoicomonas;s__endozoicomonas euniceicola; superkingdom__bacteria;	96.0474308300395	4.55139e-113	412.454			0	1	0	0	0	2	0	85	20	0	0	5	11	2	0	0	4	57	0	0	0	0
Zotu98	bacillus subtilis ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__bacillus;s__bacillus subtilis;superkingdom__bacteria;species group  bacillus subtilis group	98.8142292490119	2.68774e-122	444.013			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	569
Zotu99	marinifilum fragile  ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__marinilabiliales;f__marinifilaceae;g__marinifilum;s__marinifilum fragile; superkingdom__bacteria;	94.4664031620553	1.22131e-107	394.421			0	0	0	0	9	0	105	0	0	57	0	0	0	0	3	0	5	0	0	21	0	0
Zotu100	staphylococcus sciuri subsp. null ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__staphylococcaceae;g__staphylococcus;s__staphylococcus sciuri;superkingdom__bacteria	99.2094861660079	6.32095e-124	448.522			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	759
Zotu101	ab435650.1 oceanobacter sp. str. 1o14  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__oceanospirillaceae;g__oleibacter;s__oleibacter marinus;superkingdom__bacteria	99.604743083004	5.18855e-125	452.129			0	14	0	12	43	0	0	0	55	1	31	0	0	41	0	5	0	0	0	0	0	0
Zotu102	thioprofundum hispidum  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__chromatiales;f__thioprofundaceae;g__thioprofundum;s__thioprofundum hispidum; superkingdom__bacteria;	88.9328063241107	1.22239e-88	331.303			0	0	0	3	1	0	0	0	6	0	4	0	0	0	0	0	165	0	47	0	0	0
Zotu103	ab060135.1 pseudomonas straminea str. iam 1587  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas straminea;superkingdom__bacteria;species group  pseudomonas aeruginosa group	100	1.22023e-126	457.539			0	0	0	18	0	0	0	2	0	0	1	0	0	1	0	16	11	67	31	0	107	0
Zotu104	am944520.1 nautella italica str. r_25532   ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__roseobacteraceae;g__nautella;s__nautella italica;superkingdom__bacteria;	100	1.22023e-126	457.539			4	3	0	1	1	17	0	0	3	1	40	12	0	11	0	0	117	0	4	0	0	0
Zotu105	fj356775.1 vibrio sp. str. 3b7  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__vibrionales;f__vibrionaceae;g__photobacterium;s__photobacterium rosenbergii;superkingdom__bacteria	100	1.22023e-126	457.539			2	1	0	0	1	0	11	0	25	138	5	0	0	0	17	0	14	0	7	13	0	0
Zotu106	roseobacter denitrificans  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__roseobacteraceae;g__roseobacter;s__roseobacter denitrificans;superkingdom__bacteria;	99.604743083004	5.18855e-125	452.129			8	13	0	11	6	4	0	0	68	8	2	0	0	74	3	5	15	0	13	0	0	0
Zotu107	ef604010.1 salmonella typhimurium exploits inflammation compete intestinal microbiota mouse cecum clone 16saw43_1f07.p1k   ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacterales;f__enterobacteriaceae;g__salmonella;s__salmonella enterica; superkingdom__bacteria;	100	1.22023e-126	457.539			0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	20	0	5	177
Zotu108	halovibrio denitrificans ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__halomonadaceae;g__halovibrio;s__halovibrio denitrificans;superkingdom__bacteria	92.8853754940711	3.27723e-102	376.387			3	19	0	14	8	18	0	0	37	0	38	18	0	1	0	0	80	0	7	0	0	0
Zotu109	vibrio sinaloensis ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__vibrionales;f__vibrionaceae;g__vibrio;s__vibrio sinaloensis;superkingdom__bacteria	98.4189723320158	3.27433e-121	439.505			0	0	0	0	0	0	3	0	0	109	0	0	0	0	54	0	2	0	0	67	0	0
Zotu110	bacillus megaterium ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__bacillus;s__bacillus megaterium;superkingdom__bacteria	97.6284584980237	1.69615e-118	430.488			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197
Zotu111	dq328956.1 vibrio sp. bwdy_57 str. bwdy57  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__vibrionales;f__vibrionaceae;g__vibrio;s__vibrio fortis;superkingdom__bacteria	100	1.22023e-126	457.539			0	0	0	0	108	7	0	0	0	42	0	0	0	5	42	0	0	0	0	15	0	0
Zotu112	hyphomonas jannaschiana  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__hyphomonadales;f__hyphomonadaceae;g__hyphomonas;s__hyphomonas jannaschiana;superkingdom__bacteria;	94.8616600790514	1.00251e-108	398.027			1	0	0	0	0	4	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0
Zotu113	vibrio alginolyticus ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__vibrionales;f__vibrionaceae;g__vibrio;s__vibrio alginolyticus;superkingdom__bacteria;species group  vibrio harveyi group	99.2094861660079	6.32095e-124	448.522			0	0	0	0	3	0	89	0	0	33	0	0	0	0	5	0	12	1	0	15	0	0
Zotu114	neptuniibacter halophilus ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__oceanospirillaceae;g__neptuniibacter;s__neptuniibacter halophilus;superkingdom__bacteria	95.2569169960474	2.35768e-110	403.438			0	0	0	7	128	3	0	0	36	0	11	1	0	55	0	0	0	0	5	0	0	0
Zotu115	bacillus megaterium ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__bacillus;s__bacillus megaterium;superkingdom__bacteria	99.2094861660079	6.32095e-124	448.522			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239
Zotu116	jannaschia rubra  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__roseobacteraceae;g__jannaschia;s__jannaschia rubra;superkingdom__bacteria;	98.4189723320158	3.27433e-121	439.505			0	3	0	20	15	0	0	0	27	2	1	1	0	74	0	0	0	0	50	3	0	0
Zotu117	ef376991.1 microbial methanethiol_degrading anaerobic bioreactor elevated ph clone vii_d10  ;k__archaea;p__euryarchaeota;c__methanobacteria;o__methanobacteriales;f__methanobacteriaceae;g__methanobrevibacter;s__methanobrevibacter arboriphilus;superkingdom__archaea	77.1653543307087	2.7094e-46	190.64			0	0	0	5	26	0	0	0	31	0	0	0	0	90	0	0	0	0	0	0	0	0
Zotu118	ay345894.1 photobacterium phosphoreum ak9  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__vibrionales;f__vibrionaceae;g__photobacterium;s__photobacterium phosphoreum;superkingdom__bacteria	97.6284584980237	1.69615e-118	430.488			0	0	0	0	64	0	1	0	0	36	0	0	0	0	1	0	0	0	0	54	0	0
Zotu119	ab470946.1 thalassobius mediterraneus str. r23   ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__roseobacteraceae;g__thalassobius;s__thalassobius mediterraneus;superkingdom__bacteria;	100	1.22023e-126	457.539			5	3	0	1	2	12	1	0	14	0	12	0	0	2	0	0	114	0	0	0	0	0
Zotu120	fm204861.1 vibrio rotiferianus str. lpd 1_1_11  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__vibrionales;f__vibrionaceae;g__vibrio;s__vibrio rotiferianus;superkingdom__bacteria;species group  vibrio harveyi group	98.0237154150198	1.39228e-119	434.997			0	0	0	0	3	0	11	0	0	63	0	0	0	0	72	0	3	0	0	54	0	0
Zotu121	nc_008555.1 listeria welshimeri serovar 6b str. slcc5334  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__listeriaceae;g__listeria;s__listeria welshimeri;superkingdom__bacteria	98.4189723320158	3.27433e-121	439.505			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384
Zotu122	ab088116.1 pseudomonas thermaerum str. t1  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__pseudomonadales;f__pseudomonadaceae;g__pseudomonas;s__pseudomonas thermaerum;superkingdom__bacteria	99.604743083004	5.18855e-125	452.129			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	111
Zotu123	gamma proteobacterium gso_ps1 ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__gammaproteobacteria;f__gammaproteobacteria;g__candidatus thioglobus;s__candidatus thioglobus singularis;superkingdom__bacteria	91.304347826087	8.79402e-97	358.353			0	0	0	18	0	23	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0
Zotu124	parvularcula oceani ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__parvularculales;f__parvularculaceae;g__parvularcula;s__parvularcula oceani;superkingdom__bacteria	94.8616600790514	1.00251e-108	398.027			0	0	16	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0
Zotu125	eu419895.1 stappia sp. str. rw8   ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__hyphomicrobiales;f__stappiaceae;g__labrenzia;s__labrenzia aggregata;superkingdom__bacteria;	100	1.22023e-126	457.539			1	5	0	18	1	1	0	0	25	7	2	1	0	41	3	0	0	5	31	1	0	0
Zotu126	marinifilum fragile  ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__marinilabiliales;f__marinifilaceae;g__marinifilum;s__marinifilum fragile; superkingdom__bacteria;	96.0474308300395	4.55139e-113	412.454			0	0	0	0	8	0	89	0	0	1	2	0	0	0	0	0	0	0	0	52	0	0
Zotu127	phaeobacter caeruleus  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__roseobacteraceae;g__leisingera;s__phaeobacter caeruleus;superkingdom__bacteria;	98.4189723320158	3.27433e-121	439.505			3	9	0	11	17	17	2	7	21	9	18	1	0	40	0	0	11	0	0	0	0	0
Zotu128	x80681.1 salmonella typhimurium str. atcc 13311   ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacterales;f__enterobacteriaceae;g__salmonella;s__salmonella enterica; superkingdom__bacteria;	99.604743083004	5.18855e-125	453.03			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112
Zotu130	psychrosphaera saromensis ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__pseudoalteromonadaceae;g__psychrosphaera;s__psychrosphaera saromensis;superkingdom__bacteria	98.8142292490119	2.68774e-122	443.112			0	2	0	0	1	11	0	0	21	1	35	0	0	0	0	0	99	0	0	0	0	0
Zotu131	nc_008555.1 listeria welshimeri serovar 6b str. slcc5334  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__listeriaceae;g__listeria;s__listeria welshimeri;superkingdom__bacteria	98.8142292490119	2.68774e-122	443.112			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198
Zotu132	ab245514.1 deselenobacterium kyonanesis str. asr22_7  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__ferrimonadaceae;g__ferrimonas;s__ferrimonas kyonanesis;superkingdom__bacteria	100	1.22023e-126	457.539			0	0	0	0	0	0	1	0	0	2	0	0	0	0	98	0	0	0	0	0	0	0
Zotu133	endozoicomonas montiporae  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__endozoicomonadaceae;g__endozoicomonas;s__endozoicomonas montiporae; superkingdom__bacteria;	97.2332015810277	7.2122e-117	425.98			4	11	4	3	34	17	0	1	21	0	94	0	1	24	0	0	4	5	2	0	0	0
Zotu134	eu647705.1 bacillus pumilus str. reg15  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__bacillus;s__bacillus pumilus;superkingdom__bacteria	98.4189723320158	3.27433e-121	439.505			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251
Zotu135	halomicronema metazoicum itac101  ;k__bacteria;p__cyanobacteria;c__cyanobacteria;o__pseudanabaenales;f__prochlorotrichaceae;g__halomicronema;s__halomicronema metazoicum; superkingdom__bacteria;	98.4189723320158	3.27433e-121	439.505			0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0
Zotu136	dq915631.1 silicibacter pomeroyi str. dsm15171   ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__roseobacteraceae;g__ruegeria;s__ruegeria pomeroyi;superkingdom__bacteria;	100	1.22023e-126	457.539			6	10	0	0	1	12	0	0	0	1	18	25	0	13	1	0	57	0	0	0	0	0
Zotu137	thalassomonas sediminis ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__colwelliaceae;g__thalassomonas;s__thalassomonas sediminis;superkingdom__bacteria	94.8616600790514	1.00251e-108	398.929			0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	198	0	0	0	0	0
Zotu138	enterococcus faecalis atcc 29212 ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus faecalis;superkingdom__bacteria	98.8142292490119	2.68774e-122	444.013			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283
Zotu139	endozoicomonas elysicola  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__endozoicomonadaceae;g__endozoicomonas;s__endozoicomonas elysicola; superkingdom__bacteria;	97.2332015810277	7.2122e-117	425.98			0	0	6	0	0	16	0	84	11	0	0	0	13	0	0	14	2	0	0	0	0	0
Zotu140	cyanobacterium 5x15 ;k__bacteria;p__cyanobacteria;c__cyanobacteria;o__synechococcales;f__synechococcaceae;g__synechococcus;s__cyanobacterium 5x15;superkingdom__bacteria;subclass  oscillatoriophycideae	99.2094861660079	6.32095e-124	448.522			0	1	2	0	0	0	0	41	0	0	0	7	10	1	0	0	0	25	0	0	0	0
Zotu141	salmonella enterica subsp. enterica serovar waycross  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__enterobacterales;f__enterobacteriaceae;g__salmonella;s__salmonella enterica; superkingdom__bacteria;	99.604743083004	5.18855e-125	453.03			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107
Zotu142	endozoicomonas montiporae  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__endozoicomonadaceae;g__endozoicomonas;s__endozoicomonas montiporae; superkingdom__bacteria;	97.2332015810277	7.2122e-117	425.98			8	1	0	4	10	10	0	0	7	0	64	6	0	15	0	2	10	2	4	0	0	0
Zotu143	fj404753.1 vibrio sp. str. dh51  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__vibrionales;f__vibrionaceae;g__vibrio;s__vibrio rumoiensis;superkingdom__bacteria	96.8379446640316	8.78625e-116	421.471			0	0	0	0	72	0	1	0	0	34	0	0	0	0	0	0	0	0	0	53	0	0
Zotu144	fj404753.1 vibrio sp. str. dh51  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__vibrionales;f__vibrionaceae;g__vibrio;s__vibrio rumoiensis;superkingdom__bacteria	99.2094861660079	6.32095e-124	448.522			0	0	0	0	42	3	6	0	0	33	0	0	0	1	0	0	0	0	0	34	0	0
Zotu145	endozoicomonas montiporae  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__endozoicomonadaceae;g__endozoicomonas;s__endozoicomonas montiporae; superkingdom__bacteria;	96.4426877470356	3.73601e-114	416.963			13	46	4	5	6	19	0	2	12	0	59	9	0	25	0	6	4	0	0	0	0	0
Zotu146	thalassotalea agarivorans ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__colwelliaceae;g__thalassotalea;s__thalassotalea agarivorans;superkingdom__bacteria	100	1.22023e-126	457.539			0	0	0	0	23	6	0	0	40	2	11	0	0	0	0	11	107	0	0	0	0	0
Zotu147	ay682198.1 loktanella agnita str. r10sw5   ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__roseobacteraceae;g__loktanella;s__loktanella agnita;superkingdom__bacteria;	98.4189723320158	3.27433e-121	439.505			0	29	0	0	0	16	0	34	0	0	0	0	0	0	0	36	0	0	0	0	0	0
Zotu148	fj957699.1 microbial anaerobes spacecraft clean rooms spacecraft clean room clone jpl_s4_k13  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__staphylococcaceae;g__staphylococcus;s__staphylococcus epidermidis;superkingdom__bacteria	98.8142292490119	2.68774e-122	444.013			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	562
Zotu149	marinobacterium jannaschii  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__oceanospirillaceae;g__marinobacterium;s__marinobacterium jannaschii; superkingdom__bacteria;	97.6284584980237	1.69615e-118	431.39			0	0	0	5	28	8	0	0	41	1	0	0	0	31	0	0	1	0	0	0	0	0
Zotu150	arcobacter bivalviorum ;k__bacteria;p__proteobacteria;c__epsilonproteobacteria;o__campylobacterales;f__arcobacteraceae;g__arcobacter;s__arcobacter bivalviorum; subphylum__delta/epsilon subdivisions;superkingdom__bacteria;	97.2332015810277	7.2122e-117	425.98			7	2	0	0	22	23	0	0	0	0	45	4	0	0	0	0	21	0	0	0	0	0
Zotu151	oceanospirillum nioense ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__oceanospirillales;f__oceanospirillaceae;g__oceanospirillum;s__oceanospirillum nioense;superkingdom__bacteria	97.2332015810277	7.2122e-117	425.98			0	8	0	2	17	18	0	0	25	0	67	0	0	22	0	1	2	0	1	0	0	0
Zotu152	am183349.1 vibrio sp. p047c  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__vibrionales;f__vibrionaceae;g__vibrio;s__vibrio shilonii;superkingdom__bacteria	100	1.22023e-126	457.539			0	1	0	0	11	16	1	0	0	2	1	4	0	2	0	0	57	0	0	2	0	0
Zotu153	fj378694.1 enterococcus faecium str. hn_n39  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus faecium;superkingdom__bacteria	99.2094861660079	6.32095e-124	448.522			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157
Zotu154	dq818571.1 mouse cecal microbiota_colonized zebrafish digestive tract clone aaa45b10  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus faecalis;superkingdom__bacteria	99.2094861660079	6.32095e-124	448.522			0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	5	0	0	237
Zotu155	ferrimonas kyonanensis ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__alteromonadales;f__ferrimonadaceae;g__ferrimonas;s__ferrimonas kyonanensis;superkingdom__bacteria	99.2094861660079	6.32095e-124	448.522			0	0	0	0	1	0	77	0	0	15	0	0	0	0	2	0	1	0	0	1	1	0
Zotu156	fn563421.1 acinetobacter genomosp. 3 str. bpoe1350  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__moraxellales;f__moraxellaceae;g__acinetobacter;s__acinetobacter genomosp. 3; superkingdom__bacteria;	99.2094861660079	6.32095e-124	448.522			0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	104	0
Zotu157	eu460895.1 short_beaked echidna feces clone ech_aai40b07  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__lactobacillaceae;g__lactobacillus;s__lactobacillus fermentum;superkingdom__bacteria	96.8379446640316	8.78625e-116	421.471			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565
Zotu158	bacillus megaterium ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__bacillus;s__bacillus megaterium;superkingdom__bacteria	98.0237154150198	1.39228e-119	434.095			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97
Zotu159	fj403108.1 disease_ changes healthy and diseased colonies caribbean coral montastrea faveolata thalassobius clone md2.59   ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodobacterales;f__roseobacteraceae;g__thalassobius;s__thalassobius mediterraneus;superkingdom__bacteria;	99.2094861660079	6.32095e-124	448.522			4	38	0	5	5	10	2	0	0	1	8	12	0	5	0	6	10	0	0	0	0	0
Zotu160	owenweeksia hongkongensis dsm 17368  ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__schleiferiaceae;g__owenweeksia;s__owenweeksia hongkongensis;superkingdom__bacteria;	92.094861660079	1.69764e-99	367.37			8	88	0	2	0	2	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0
Zotu161	bacillus megaterium ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__bacillaceae;g__bacillus;s__bacillus megaterium;superkingdom__bacteria	98.8142292490119	2.68774e-122	444.013			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143
Zotu162	ay184239.1 enterococcus sulfureus str. a36202  ;k__bacteria;p__firmicutes;c__bacilli;o__lactobacillales;f__enterococcaceae;g__enterococcus;s__enterococcus sulfureus;superkingdom__bacteria	98.0237154150198	1.39228e-119	434.997			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105
Zotu164	nc_008555.1 listeria welshimeri serovar 6b str. slcc5334  ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__listeriaceae;g__listeria;s__listeria welshimeri;superkingdom__bacteria	98.4189723320158	3.27433e-121	439.505			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200
Zotu165	fj404753.1 vibrio sp. str. dh51  ;k__bacteria;p__proteobacteria;c__gammaproteobacteria;o__vibrionales;f__vibrionaceae;g__vibrio;s__vibrio rumoiensis;superkingdom__bacteria	98.0237154150198	1.39228e-119	434.095			0	0	0	0	11	0	0	0	0	27	0	0	0	0	0	0	0	0	0	49	0	0
Zotu167	staphylococcus hyicus ;k__bacteria;p__firmicutes;c__bacilli;o__bacillales;f__staphylococcaceae;g__staphylococcus;s__staphylococcus hyicus;superkingdom__bacteria	98.4189723320158	3.27433e-121	439.505			1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	642
Zotu168	fluviicola taffensis  ;k__bacteria;p__bacteroidetes;c__flavobacteriia;o__flavobacteriales;f__crocinitomicaceae;g__fluviicola;s__fluviicola taffensis; superkingdom__bacteria;	96.8379446640316	8.78625e-116	421.471			0	47	0	0	0	9	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0
